psgc_code,reference_year,population,source
0105511073,2024,171,2024 POPCEN (PSA)
0105511074,2024,180,2024 POPCEN (PSA)
0105511075,2024,292,2024 POPCEN (PSA)
0105511076,2024,613,2024 POPCEN (PSA)
0105511077,2024,1504,2024 POPCEN (PSA)
0105511078,2024,900,2024 POPCEN (PSA)
0105511079,2024,840,2024 POPCEN (PSA)
0105512000,2024,56560,2024 POPCEN (PSA)
0105512001,2024,1583,2024 POPCEN (PSA)
0105512002,2024,2690,2024 POPCEN (PSA)
0105512003,2024,3158,2024 POPCEN (PSA)
0105512004,2024,1178,2024 POPCEN (PSA)
0105512005,2024,2070,2024 POPCEN (PSA)
0105512006,2024,2275,2024 POPCEN (PSA)
0105512007,2024,2024,2024 POPCEN (PSA)
0105512008,2024,1607,2024 POPCEN (PSA)
0105512009,2024,4048,2024 POPCEN (PSA)
0105512011,2024,1553,2024 POPCEN (PSA)
0105512012,2024,1741,2024 POPCEN (PSA)
0105512013,2024,764,2024 POPCEN (PSA)
0105512014,2024,1464,2024 POPCEN (PSA)
0105512015,2024,7254,2024 POPCEN (PSA)
0105512016,2024,2252,2024 POPCEN (PSA)
0105512017,2024,2610,2024 POPCEN (PSA)
0105512019,2024,1917,2024 POPCEN (PSA)
0105512020,2024,2585,2024 POPCEN (PSA)
0105512021,2024,2667,2024 POPCEN (PSA)
0105512022,2024,1378,2024 POPCEN (PSA)
0105512023,2024,1620,2024 POPCEN (PSA)
0105512024,2024,5140,2024 POPCEN (PSA)
0105512025,2024,1191,2024 POPCEN (PSA)
0105512026,2024,1791,2024 POPCEN (PSA)
0105513000,2024,88006,2024 POPCEN (PSA)
0105513001,2024,737,2024 POPCEN (PSA)
0105513002,2024,1853,2024 POPCEN (PSA)
0105513003,2024,1875,2024 POPCEN (PSA)
0105513004,2024,2404,2024 POPCEN (PSA)
0105513005,2024,3133,2024 POPCEN (PSA)
0105513006,2024,3028,2024 POPCEN (PSA)
0105513007,2024,4058,2024 POPCEN (PSA)
0105513008,2024,3217,2024 POPCEN (PSA)
0105513009,2024,2694,2024 POPCEN (PSA)
0105513010,2024,2897,2024 POPCEN (PSA)
0105513011,2024,4253,2024 POPCEN (PSA)
0105513012,2024,2587,2024 POPCEN (PSA)
0105513013,2024,3756,2024 POPCEN (PSA)
0105513014,2024,2970,2024 POPCEN (PSA)
0105513015,2024,4427,2024 POPCEN (PSA)
0105513016,2024,2635,2024 POPCEN (PSA)
0105513017,2024,3605,2024 POPCEN (PSA)
0105513018,2024,1679,2024 POPCEN (PSA)
0105513019,2024,3138,2024 POPCEN (PSA)
0105513020,2024,1650,2024 POPCEN (PSA)
0105513021,2024,4612,2024 POPCEN (PSA)
0105513022,2024,2098,2024 POPCEN (PSA)
0105513023,2024,1685,2024 POPCEN (PSA)
0105513024,2024,2098,2024 POPCEN (PSA)
0105513026,2024,4847,2024 POPCEN (PSA)
0105513027,2024,1101,2024 POPCEN (PSA)
0105513028,2024,846,2024 POPCEN (PSA)
0105513029,2024,1166,2024 POPCEN (PSA)
0105513030,2024,2732,2024 POPCEN (PSA)
0105513031,2024,2596,2024 POPCEN (PSA)
0105513032,2024,4259,2024 POPCEN (PSA)
0105513033,2024,2105,2024 POPCEN (PSA)
0105513034,2024,1265,2024 POPCEN (PSA)
0105514000,2024,84658,2024 POPCEN (PSA)
0105514001,2024,5617,2024 POPCEN (PSA)
0105514002,2024,4754,2024 POPCEN (PSA)
0105514003,2024,4268,2024 POPCEN (PSA)
0105514004,2024,3473,2024 POPCEN (PSA)
0105514005,2024,3037,2024 POPCEN (PSA)
0105514006,2024,2700,2024 POPCEN (PSA)
0105514007,2024,3972,2024 POPCEN (PSA)
0105514008,2024,1892,2024 POPCEN (PSA)
0105514009,2024,2136,2024 POPCEN (PSA)
0105514010,2024,2373,2024 POPCEN (PSA)
0105514011,2024,2837,2024 POPCEN (PSA)
0105514012,2024,2866,2024 POPCEN (PSA)
0105514013,2024,3026,2024 POPCEN (PSA)
0105514014,2024,1199,2024 POPCEN (PSA)
0105514015,2024,3164,2024 POPCEN (PSA)
0105514016,2024,3256,2024 POPCEN (PSA)
0105514017,2024,5711,2024 POPCEN (PSA)
0105514018,2024,3640,2024 POPCEN (PSA)
0105514019,2024,3344,2024 POPCEN (PSA)
0105514020,2024,1620,2024 POPCEN (PSA)
0105514021,2024,2487,2024 POPCEN (PSA)
0105514023,2024,2613,2024 POPCEN (PSA)
0105514024,2024,1264,2024 POPCEN (PSA)
0105514025,2024,1267,2024 POPCEN (PSA)
0105514026,2024,2568,2024 POPCEN (PSA)
0105514027,2024,905,2024 POPCEN (PSA)
0105514028,2024,1573,2024 POPCEN (PSA)
0105514029,2024,2397,2024 POPCEN (PSA)
0105514030,2024,1292,2024 POPCEN (PSA)
0105514031,2024,3407,2024 POPCEN (PSA)
0105515000,2024,76027,2024 POPCEN (PSA)
0105515001,2024,2029,2024 POPCEN (PSA)
0105515002,2024,2440,2024 POPCEN (PSA)
0105515003,2024,2152,2024 POPCEN (PSA)
0105515004,2024,2196,2024 POPCEN (PSA)
0105515005,2024,2407,2024 POPCEN (PSA)
0105515006,2024,1756,2024 POPCEN (PSA)
0105515007,2024,2475,2024 POPCEN (PSA)
0105515008,2024,3275,2024 POPCEN (PSA)
0105515009,2024,2671,2024 POPCEN (PSA)
0105515010,2024,4476,2024 POPCEN (PSA)
0105515011,2024,1870,2024 POPCEN (PSA)
0105515012,2024,3672,2024 POPCEN (PSA)
0105515013,2024,6312,2024 POPCEN (PSA)
0105515014,2024,2146,2024 POPCEN (PSA)
0105515015,2024,2204,2024 POPCEN (PSA)
0105515016,2024,10775,2024 POPCEN (PSA)
0105515017,2024,3386,2024 POPCEN (PSA)
0105515018,2024,2620,2024 POPCEN (PSA)
0105515019,2024,3016,2024 POPCEN (PSA)
0105515020,2024,1479,2024 POPCEN (PSA)
0105515021,2024,3501,2024 POPCEN (PSA)
0105515022,2024,1928,2024 POPCEN (PSA)
0105515023,2024,1559,2024 POPCEN (PSA)
0105515024,2024,5682,2024 POPCEN (PSA)
0105516000,2024,23240,2024 POPCEN (PSA)
0105516001,2024,509,2024 POPCEN (PSA)
0105516003,2024,1815,2024 POPCEN (PSA)
0105516004,2024,1226,2024 POPCEN (PSA)
0105516005,2024,2405,2024 POPCEN (PSA)
0105516006,2024,1868,2024 POPCEN (PSA)
0105516007,2024,3196,2024 POPCEN (PSA)
0105516008,2024,2449,2024 POPCEN (PSA)
0105516009,2024,1974,2024 POPCEN (PSA)
0105516010,2024,1160,2024 POPCEN (PSA)
0105516011,2024,1790,2024 POPCEN (PSA)
0105516012,2024,1108,2024 POPCEN (PSA)
0105516013,2024,1225,2024 POPCEN (PSA)
0105516014,2024,968,2024 POPCEN (PSA)
0105516015,2024,1547,2024 POPCEN (PSA)
0105517000,2024,100686,2024 POPCEN (PSA)
0105517001,2024,7046,2024 POPCEN (PSA)
0105517002,2024,3031,2024 POPCEN (PSA)
0105517003,2024,5069,2024 POPCEN (PSA)
0105517004,2024,5904,2024 POPCEN (PSA)
0105517005,2024,8231,2024 POPCEN (PSA)
0105517006,2024,3167,2024 POPCEN (PSA)
0105517007,2024,4149,2024 POPCEN (PSA)
0105517008,2024,4020,2024 POPCEN (PSA)
0105517009,2024,2861,2024 POPCEN (PSA)
0105517010,2024,3223,2024 POPCEN (PSA)
0105517011,2024,3069,2024 POPCEN (PSA)
0105517012,2024,2642,2024 POPCEN (PSA)
0105517013,2024,4461,2024 POPCEN (PSA)
0105517014,2024,4427,2024 POPCEN (PSA)
0105517015,2024,3735,2024 POPCEN (PSA)
0105517016,2024,6064,2024 POPCEN (PSA)
0105517017,2024,6429,2024 POPCEN (PSA)
0105517018,2024,1684,2024 POPCEN (PSA)
0105517019,2024,609,2024 POPCEN (PSA)
0105517020,2024,3200,2024 POPCEN (PSA)
0105517022,2024,7842,2024 POPCEN (PSA)
0105517023,2024,2117,2024 POPCEN (PSA)
0105517024,2024,2949,2024 POPCEN (PSA)
0105517025,2024,4757,2024 POPCEN (PSA)
0105518000,2024,174777,2024 POPCEN (PSA)
0105518001,2024,4043,2024 POPCEN (PSA)
0105518002,2024,2856,2024 POPCEN (PSA)
0105518003,2024,2129,2024 POPCEN (PSA)
0105518004,2024,802,2024 POPCEN (PSA)
0105518006,2024,3528,2024 POPCEN (PSA)
0105518007,2024,11326,2024 POPCEN (PSA)
0105518008,2024,15943,2024 POPCEN (PSA)
0105518009,2024,24943,2024 POPCEN (PSA)
0105518010,2024,6091,2024 POPCEN (PSA)
0105518011,2024,6167,2024 POPCEN (PSA)
0105518012,2024,5927,2024 POPCEN (PSA)
0105518013,2024,1451,2024 POPCEN (PSA)
0105518014,2024,1289,2024 POPCEN (PSA)
0105518015,2024,2541,2024 POPCEN (PSA)
0105518016,2024,1374,2024 POPCEN (PSA)
0105518017,2024,10353,2024 POPCEN (PSA)
0105518018,2024,9575,2024 POPCEN (PSA)
0105518019,2024,1939,2024 POPCEN (PSA)
0105518020,2024,5043,2024 POPCEN (PSA)
0105518021,2024,8702,2024 POPCEN (PSA)
0105518022,2024,17033,2024 POPCEN (PSA)
0105518023,2024,4563,2024 POPCEN (PSA)
0105518024,2024,663,2024 POPCEN (PSA)
0105518025,2024,3666,2024 POPCEN (PSA)
0105518026,2024,1941,2024 POPCEN (PSA)
0105518027,2024,5389,2024 POPCEN (PSA)
0105518028,2024,2987,2024 POPCEN (PSA)
0105518029,2024,2832,2024 POPCEN (PSA)
0105518030,2024,2429,2024 POPCEN (PSA)
0105518031,2024,4553,2024 POPCEN (PSA)
0105518032,2024,2699,2024 POPCEN (PSA)
0105519000,2024,31842,2024 POPCEN (PSA)
0105519001,2024,559,2024 POPCEN (PSA)
0105519002,2024,1968,2024 POPCEN (PSA)
0105519003,2024,1683,2024 POPCEN (PSA)
0105519004,2024,3177,2024 POPCEN (PSA)
0105519005,2024,2763,2024 POPCEN (PSA)
0105519006,2024,1822,2024 POPCEN (PSA)
0105519007,2024,1882,2024 POPCEN (PSA)
0105519008,2024,779,2024 POPCEN (PSA)
0105519010,2024,976,2024 POPCEN (PSA)
0105519011,2024,1935,2024 POPCEN (PSA)
0105519012,2024,1738,2024 POPCEN (PSA)
0105519013,2024,1856,2024 POPCEN (PSA)
0105519014,2024,3546,2024 POPCEN (PSA)
0105519015,2024,1353,2024 POPCEN (PSA)
0105519016,2024,799,2024 POPCEN (PSA)
0105519017,2024,2089,2024 POPCEN (PSA)
0105519018,2024,2069,2024 POPCEN (PSA)
0105519019,2024,848,2024 POPCEN (PSA)
0105520000,2024,26837,2024 POPCEN (PSA)
0105520002,2024,2935,2024 POPCEN (PSA)
0105520003,2024,1633,2024 POPCEN (PSA)
0105520004,2024,2627,2024 POPCEN (PSA)
0105520005,2024,4968,2024 POPCEN (PSA)
0105520006,2024,1335,2024 POPCEN (PSA)
0105520007,2024,2659,2024 POPCEN (PSA)
0105520008,2024,1413,2024 POPCEN (PSA)
0105520009,2024,1301,2024 POPCEN (PSA)
0105520010,2024,2120,2024 POPCEN (PSA)
0105520011,2024,982,2024 POPCEN (PSA)
0105520012,2024,3396,2024 POPCEN (PSA)
0105520013,2024,753,2024 POPCEN (PSA)
0105520014,2024,715,2024 POPCEN (PSA)
0105521000,2024,26995,2024 POPCEN (PSA)
0105521001,2024,5001,2024 POPCEN (PSA)
0105521002,2024,2696,2024 POPCEN (PSA)
0105521003,2024,2988,2024 POPCEN (PSA)
0105521004,2024,2860,2024 POPCEN (PSA)
0105521005,2024,1676,2024 POPCEN (PSA)
0105521006,2024,2721,2024 POPCEN (PSA)
0105521007,2024,1495,2024 POPCEN (PSA)
0105521008,2024,1325,2024 POPCEN (PSA)
0105521009,2024,3147,2024 POPCEN (PSA)
0105521010,2024,3086,2024 POPCEN (PSA)
0105522000,2024,108510,2024 POPCEN (PSA)
0105522001,2024,1745,2024 POPCEN (PSA)
0105522002,2024,5324,2024 POPCEN (PSA)
0105522003,2024,1299,2024 POPCEN (PSA)
0105522004,2024,2233,2024 POPCEN (PSA)
0105522006,2024,1343,2024 POPCEN (PSA)
0105522007,2024,3103,2024 POPCEN (PSA)
0105522008,2024,2544,2024 POPCEN (PSA)
0105522009,2024,2100,2024 POPCEN (PSA)
0105522010,2024,2449,2024 POPCEN (PSA)
0105522011,2024,2727,2024 POPCEN (PSA)
0105522013,2024,377,2024 POPCEN (PSA)
0105522014,2024,2016,2024 POPCEN (PSA)
0105522015,2024,4120,2024 POPCEN (PSA)
0105522016,2024,1991,2024 POPCEN (PSA)
0105522017,2024,6498,2024 POPCEN (PSA)
0105522018,2024,5313,2024 POPCEN (PSA)
0105522019,2024,2144,2024 POPCEN (PSA)
0105522020,2024,3869,2024 POPCEN (PSA)
0105522021,2024,8465,2024 POPCEN (PSA)
0105522022,2024,2957,2024 POPCEN (PSA)
0105522023,2024,3014,2024 POPCEN (PSA)
0105522025,2024,2546,2024 POPCEN (PSA)
0105522026,2024,8557,2024 POPCEN (PSA)
0105522027,2024,1926,2024 POPCEN (PSA)
0105522028,2024,12945,2024 POPCEN (PSA)
0105522029,2024,3469,2024 POPCEN (PSA)
0105522030,2024,2430,2024 POPCEN (PSA)
0105522031,2024,1623,2024 POPCEN (PSA)
0105522032,2024,853,2024 POPCEN (PSA)
0105522033,2024,4714,2024 POPCEN (PSA)
0105522034,2024,1763,2024 POPCEN (PSA)
0105522035,2024,2053,2024 POPCEN (PSA)
0105523000,2024,26589,2024 POPCEN (PSA)
0105523002,2024,1508,2024 POPCEN (PSA)
0105523003,2024,1658,2024 POPCEN (PSA)
0105523005,2024,839,2024 POPCEN (PSA)
0105523006,2024,1527,2024 POPCEN (PSA)
0105523007,2024,1562,2024 POPCEN (PSA)
0105523008,2024,1828,2024 POPCEN (PSA)
0105523009,2024,1666,2024 POPCEN (PSA)
0105523010,2024,2165,2024 POPCEN (PSA)
0105523012,2024,1312,2024 POPCEN (PSA)
0105523013,2024,835,2024 POPCEN (PSA)
0105523014,2024,1148,2024 POPCEN (PSA)
0105523015,2024,1031,2024 POPCEN (PSA)
0105523016,2024,2748,2024 POPCEN (PSA)
0105523017,2024,1092,2024 POPCEN (PSA)
0105523018,2024,4404,2024 POPCEN (PSA)
0105523020,2024,1266,2024 POPCEN (PSA)
0105524000,2024,144344,2024 POPCEN (PSA)
0105524001,2024,1784,2024 POPCEN (PSA)
0105524002,2024,1328,2024 POPCEN (PSA)
0105524003,2024,2040,2024 POPCEN (PSA)
0105524004,2024,2797,2024 POPCEN (PSA)
0105524005,2024,1367,2024 POPCEN (PSA)
0105524006,2024,1517,2024 POPCEN (PSA)
0105524007,2024,1821,2024 POPCEN (PSA)
0105524008,2024,3028,2024 POPCEN (PSA)
0105524009,2024,1008,2024 POPCEN (PSA)
0105524010,2024,1375,2024 POPCEN (PSA)
0105524011,2024,1656,2024 POPCEN (PSA)
0105524012,2024,2451,2024 POPCEN (PSA)
0105524013,2024,987,2024 POPCEN (PSA)
0105524014,2024,3229,2024 POPCEN (PSA)
0105524015,2024,2793,2024 POPCEN (PSA)
0105524016,2024,873,2024 POPCEN (PSA)
0105524017,2024,1479,2024 POPCEN (PSA)
0105524018,2024,1059,2024 POPCEN (PSA)
0105524019,2024,3015,2024 POPCEN (PSA)
0105524020,2024,1914,2024 POPCEN (PSA)
0105524021,2024,1234,2024 POPCEN (PSA)
0105524022,2024,2729,2024 POPCEN (PSA)
0105524023,2024,812,2024 POPCEN (PSA)
0105524026,2024,2016,2024 POPCEN (PSA)
0105524027,2024,1953,2024 POPCEN (PSA)
0105524028,2024,1406,2024 POPCEN (PSA)
0105524029,2024,3427,2024 POPCEN (PSA)
0105524031,2024,3494,2024 POPCEN (PSA)
0105524032,2024,1854,2024 POPCEN (PSA)
0105524033,2024,1722,2024 POPCEN (PSA)
0105524034,2024,1198,2024 POPCEN (PSA)
0105524035,2024,1405,2024 POPCEN (PSA)
0105524036,2024,1805,2024 POPCEN (PSA)
0105524037,2024,780,2024 POPCEN (PSA)
0105524038,2024,2635,2024 POPCEN (PSA)
0105524039,2024,1850,2024 POPCEN (PSA)
0105524040,2024,2240,2024 POPCEN (PSA)
0105524041,2024,2669,2024 POPCEN (PSA)
0105524042,2024,2290,2024 POPCEN (PSA)
0105524043,2024,1930,2024 POPCEN (PSA)
0105524044,2024,2670,2024 POPCEN (PSA)
0105524045,2024,901,2024 POPCEN (PSA)
0105524047,2024,2612,2024 POPCEN (PSA)
0105524048,2024,1644,2024 POPCEN (PSA)
0105524049,2024,1512,2024 POPCEN (PSA)
0105524050,2024,3505,2024 POPCEN (PSA)
0105524051,2024,1267,2024 POPCEN (PSA)
0105524053,2024,865,2024 POPCEN (PSA)
0105524054,2024,2842,2024 POPCEN (PSA)
0105524055,2024,848,2024 POPCEN (PSA)
0105524056,2024,1643,2024 POPCEN (PSA)
0105524057,2024,680,2024 POPCEN (PSA)
0105524058,2024,2606,2024 POPCEN (PSA)
0105524059,2024,712,2024 POPCEN (PSA)
0105524060,2024,2609,2024 POPCEN (PSA)
0105524061,2024,1655,2024 POPCEN (PSA)
0105524062,2024,8477,2024 POPCEN (PSA)
0105524063,2024,1608,2024 POPCEN (PSA)
0105524064,2024,1760,2024 POPCEN (PSA)
0105524065,2024,1345,2024 POPCEN (PSA)
0105524066,2024,1510,2024 POPCEN (PSA)
0105524067,2024,1098,2024 POPCEN (PSA)
0105524068,2024,2435,2024 POPCEN (PSA)
0105524069,2024,3844,2024 POPCEN (PSA)
0105524070,2024,2636,2024 POPCEN (PSA)
0105524071,2024,1174,2024 POPCEN (PSA)
0105524072,2024,3395,2024 POPCEN (PSA)
0105524073,2024,1231,2024 POPCEN (PSA)
0105524074,2024,1582,2024 POPCEN (PSA)
0105524075,2024,1540,2024 POPCEN (PSA)
0105524076,2024,1062,2024 POPCEN (PSA)
0105524077,2024,1153,2024 POPCEN (PSA)
0105524078,2024,2953,2024 POPCEN (PSA)
0105525000,2024,76606,2024 POPCEN (PSA)
0105525002,2024,5950,2024 POPCEN (PSA)
0105525003,2024,2598,2024 POPCEN (PSA)
0105525004,2024,5705,2024 POPCEN (PSA)
0105525005,2024,2252,2024 POPCEN (PSA)
0105525007,2024,1822,2024 POPCEN (PSA)
0105525009,2024,4478,2024 POPCEN (PSA)
0105525014,2024,1463,2024 POPCEN (PSA)
0105525019,2024,2583,2024 POPCEN (PSA)
0105525023,2024,3320,2024 POPCEN (PSA)
0105525024,2024,1725,2024 POPCEN (PSA)
0105525025,2024,2514,2024 POPCEN (PSA)
0105525026,2024,3239,2024 POPCEN (PSA)
0105525027,2024,496,2024 POPCEN (PSA)
0105525028,2024,1860,2024 POPCEN (PSA)
0105525030,2024,1586,2024 POPCEN (PSA)
0105525031,2024,2748,2024 POPCEN (PSA)
0105525033,2024,1607,2024 POPCEN (PSA)
0105525034,2024,1862,2024 POPCEN (PSA)
0105525036,2024,3045,2024 POPCEN (PSA)
0105525037,2024,4158,2024 POPCEN (PSA)
0105525039,2024,5331,2024 POPCEN (PSA)
0105525040,2024,6818,2024 POPCEN (PSA)
0105525041,2024,1955,2024 POPCEN (PSA)
0105525042,2024,2090,2024 POPCEN (PSA)
0105525043,2024,3047,2024 POPCEN (PSA)
0105525045,2024,2354,2024 POPCEN (PSA)
0105526000,2024,113302,2024 POPCEN (PSA)
0105526001,2024,4832,2024 POPCEN (PSA)
0105526002,2024,2694,2024 POPCEN (PSA)
0105526003,2024,8068,2024 POPCEN (PSA)
0105526004,2024,5972,2024 POPCEN (PSA)
0105526005,2024,3989,2024 POPCEN (PSA)
0105526006,2024,6095,2024 POPCEN (PSA)
0105526007,2024,2927,2024 POPCEN (PSA)
0105526008,2024,4299,2024 POPCEN (PSA)
0105526009,2024,4981,2024 POPCEN (PSA)
0105526010,2024,2657,2024 POPCEN (PSA)
0105526011,2024,2548,2024 POPCEN (PSA)
0105526012,2024,4075,2024 POPCEN (PSA)
0105526013,2024,3407,2024 POPCEN (PSA)
0105526014,2024,3418,2024 POPCEN (PSA)
0105526015,2024,1921,2024 POPCEN (PSA)
0105526016,2024,3439,2024 POPCEN (PSA)
0105526017,2024,2421,2024 POPCEN (PSA)
0105526018,2024,4163,2024 POPCEN (PSA)
0105526019,2024,2582,2024 POPCEN (PSA)
0105526020,2024,4922,2024 POPCEN (PSA)
0105526021,2024,4084,2024 POPCEN (PSA)
0105526022,2024,3246,2024 POPCEN (PSA)
0105526023,2024,3444,2024 POPCEN (PSA)
0105526024,2024,2713,2024 POPCEN (PSA)
0105526025,2024,3870,2024 POPCEN (PSA)
0105526026,2024,1818,2024 POPCEN (PSA)
0105526027,2024,3191,2024 POPCEN (PSA)
0105526028,2024,5782,2024 POPCEN (PSA)
0105526029,2024,3090,2024 POPCEN (PSA)
0105526030,2024,2654,2024 POPCEN (PSA)
0105527000,2024,79648,2024 POPCEN (PSA)
0105527001,2024,1254,2024 POPCEN (PSA)
0105527002,2024,414,2024 POPCEN (PSA)
0105527003,2024,567,2024 POPCEN (PSA)
0105527004,2024,1828,2024 POPCEN (PSA)
0105527005,2024,1076,2024 POPCEN (PSA)
0105527006,2024,1531,2024 POPCEN (PSA)
0105527007,2024,828,2024 POPCEN (PSA)
0105527008,2024,873,2024 POPCEN (PSA)
0105527009,2024,433,2024 POPCEN (PSA)
0105527010,2024,713,2024 POPCEN (PSA)
0105527011,2024,1908,2024 POPCEN (PSA)
0105527012,2024,468,2024 POPCEN (PSA)
0105527013,2024,725,2024 POPCEN (PSA)
0105527014,2024,917,2024 POPCEN (PSA)
0105527015,2024,548,2024 POPCEN (PSA)
0105527017,2024,1109,2024 POPCEN (PSA)
0105527018,2024,754,2024 POPCEN (PSA)
0105527019,2024,469,2024 POPCEN (PSA)
0105527020,2024,1117,2024 POPCEN (PSA)
0105527021,2024,823,2024 POPCEN (PSA)
0105527022,2024,617,2024 POPCEN (PSA)
0105527023,2024,1498,2024 POPCEN (PSA)
0105527024,2024,696,2024 POPCEN (PSA)
0105527025,2024,576,2024 POPCEN (PSA)
0105527026,2024,599,2024 POPCEN (PSA)
0105527027,2024,807,2024 POPCEN (PSA)
0105527028,2024,1214,2024 POPCEN (PSA)
0105527029,2024,1642,2024 POPCEN (PSA)
0105527030,2024,458,2024 POPCEN (PSA)
0105527031,2024,1059,2024 POPCEN (PSA)
0105527032,2024,1097,2024 POPCEN (PSA)
0105527033,2024,1422,2024 POPCEN (PSA)
0105527034,2024,1066,2024 POPCEN (PSA)
0105527035,2024,181,2024 POPCEN (PSA)
0105527036,2024,1968,2024 POPCEN (PSA)
0105527037,2024,1983,2024 POPCEN (PSA)
0105527038,2024,2067,2024 POPCEN (PSA)
0105527039,2024,194,2024 POPCEN (PSA)
0105527040,2024,520,2024 POPCEN (PSA)
0105527041,2024,1178,2024 POPCEN (PSA)
0105527042,2024,1001,2024 POPCEN (PSA)
0105527043,2024,771,2024 POPCEN (PSA)
0105527044,2024,557,2024 POPCEN (PSA)
0105527045,2024,1295,2024 POPCEN (PSA)
0105527046,2024,2043,2024 POPCEN (PSA)
0105527047,2024,335,2024 POPCEN (PSA)
0105527048,2024,335,2024 POPCEN (PSA)
0105527049,2024,634,2024 POPCEN (PSA)
0105527050,2024,1297,2024 POPCEN (PSA)
0105527051,2024,612,2024 POPCEN (PSA)
0105527052,2024,498,2024 POPCEN (PSA)
0105527053,2024,755,2024 POPCEN (PSA)
0105527054,2024,1336,2024 POPCEN (PSA)
0105527055,2024,1232,2024 POPCEN (PSA)
0105527056,2024,419,2024 POPCEN (PSA)
0105527057,2024,1793,2024 POPCEN (PSA)
0105527058,2024,1227,2024 POPCEN (PSA)
0105527059,2024,1141,2024 POPCEN (PSA)
0105527060,2024,790,2024 POPCEN (PSA)
0105527061,2024,1145,2024 POPCEN (PSA)
0105527062,2024,2978,2024 POPCEN (PSA)
0105527063,2024,1128,2024 POPCEN (PSA)
0105527064,2024,505,2024 POPCEN (PSA)
0105527065,2024,407,2024 POPCEN (PSA)
0105527066,2024,922,2024 POPCEN (PSA)
0105527067,2024,515,2024 POPCEN (PSA)
0105527068,2024,623,2024 POPCEN (PSA)
0105527069,2024,2072,2024 POPCEN (PSA)
0105527070,2024,117,2024 POPCEN (PSA)
0105527071,2024,902,2024 POPCEN (PSA)
0105527072,2024,878,2024 POPCEN (PSA)
0105527073,2024,1087,2024 POPCEN (PSA)
0105527074,2024,552,2024 POPCEN (PSA)
0105527075,2024,1068,2024 POPCEN (PSA)
0105527076,2024,708,2024 POPCEN (PSA)
0105527077,2024,699,2024 POPCEN (PSA)
0105527078,2024,421,2024 POPCEN (PSA)
0105527079,2024,607,2024 POPCEN (PSA)
0105527080,2024,1075,2024 POPCEN (PSA)
0105527081,2024,1300,2024 POPCEN (PSA)
0105527082,2024,2025,2024 POPCEN (PSA)
0105527083,2024,646,2024 POPCEN (PSA)
0105528000,2024,38228,2024 POPCEN (PSA)
0105528001,2024,1656,2024 POPCEN (PSA)
0105528002,2024,1650,2024 POPCEN (PSA)
0105528003,2024,1414,2024 POPCEN (PSA)
0105528004,2024,4238,2024 POPCEN (PSA)
0105528006,2024,1405,2024 POPCEN (PSA)
0105528007,2024,1432,2024 POPCEN (PSA)
0105528008,2024,2008,2024 POPCEN (PSA)
0105528009,2024,1682,2024 POPCEN (PSA)
0105528010,2024,3344,2024 POPCEN (PSA)
0105528012,2024,4199,2024 POPCEN (PSA)
0105528013,2024,4827,2024 POPCEN (PSA)
0105528014,2024,3509,2024 POPCEN (PSA)
0105528015,2024,2218,2024 POPCEN (PSA)
0105528016,2024,1585,2024 POPCEN (PSA)
0105528018,2024,3061,2024 POPCEN (PSA)
0105529000,2024,26721,2024 POPCEN (PSA)
0105529001,2024,959,2024 POPCEN (PSA)
0105529003,2024,1346,2024 POPCEN (PSA)
0105529004,2024,1456,2024 POPCEN (PSA)
0105529005,2024,1120,2024 POPCEN (PSA)
0105529006,2024,1574,2024 POPCEN (PSA)
0105529007,2024,1506,2024 POPCEN (PSA)
0105529008,2024,1232,2024 POPCEN (PSA)
0105529009,2024,1661,2024 POPCEN (PSA)
0105529011,2024,1982,2024 POPCEN (PSA)
0105529012,2024,1836,2024 POPCEN (PSA)
0105529013,2024,770,2024 POPCEN (PSA)
0105529014,2024,1723,2024 POPCEN (PSA)
0105529015,2024,1764,2024 POPCEN (PSA)
0105529017,2024,1358,2024 POPCEN (PSA)
0105529018,2024,1389,2024 POPCEN (PSA)
0105529019,2024,1665,2024 POPCEN (PSA)
0105529020,2024,2661,2024 POPCEN (PSA)
0105529022,2024,719,2024 POPCEN (PSA)
0105530000,2024,75143,2024 POPCEN (PSA)
0105530001,2024,6198,2024 POPCEN (PSA)
0105530002,2024,3170,2024 POPCEN (PSA)
0105530003,2024,953,2024 POPCEN (PSA)
0105530004,2024,1271,2024 POPCEN (PSA)
0105530006,2024,1630,2024 POPCEN (PSA)
0105530007,2024,2525,2024 POPCEN (PSA)
0105530008,2024,2783,2024 POPCEN (PSA)
0105530009,2024,2511,2024 POPCEN (PSA)
0105530010,2024,2237,2024 POPCEN (PSA)
0105530011,2024,1334,2024 POPCEN (PSA)
0105530012,2024,3766,2024 POPCEN (PSA)
0105530013,2024,1395,2024 POPCEN (PSA)
0105530014,2024,827,2024 POPCEN (PSA)
0105530015,2024,2307,2024 POPCEN (PSA)
0105530016,2024,2723,2024 POPCEN (PSA)
0105530017,2024,1382,2024 POPCEN (PSA)
0105530018,2024,1369,2024 POPCEN (PSA)
0105530019,2024,2097,2024 POPCEN (PSA)
0105530020,2024,1046,2024 POPCEN (PSA)
0105530021,2024,1560,2024 POPCEN (PSA)
0105530022,2024,3133,2024 POPCEN (PSA)
0105530023,2024,2416,2024 POPCEN (PSA)
0105530024,2024,3002,2024 POPCEN (PSA)
