psgc_code,reference_year,population,source
1804518008,2024,5994,2024 POPCEN (PSA)
1804518009,2024,9391,2024 POPCEN (PSA)
1804518010,2024,8832,2024 POPCEN (PSA)
1804518011,2024,3834,2024 POPCEN (PSA)
1804518012,2024,7161,2024 POPCEN (PSA)
1804519000,2024,44864,2024 POPCEN (PSA)
1804519002,2024,1242,2024 POPCEN (PSA)
1804519003,2024,124,2024 POPCEN (PSA)
1804519004,2024,440,2024 POPCEN (PSA)
1804519005,2024,1313,2024 POPCEN (PSA)
1804519006,2024,438,2024 POPCEN (PSA)
1804519007,2024,976,2024 POPCEN (PSA)
1804519008,2024,896,2024 POPCEN (PSA)
1804519009,2024,3717,2024 POPCEN (PSA)
1804519010,2024,3579,2024 POPCEN (PSA)
1804519011,2024,5166,2024 POPCEN (PSA)
1804519012,2024,2404,2024 POPCEN (PSA)
1804519013,2024,5443,2024 POPCEN (PSA)
1804519014,2024,4934,2024 POPCEN (PSA)
1804519015,2024,4969,2024 POPCEN (PSA)
1804519016,2024,9223,2024 POPCEN (PSA)
1804520000,2024,90123,2024 POPCEN (PSA)
1804520001,2024,3946,2024 POPCEN (PSA)
1804520002,2024,3477,2024 POPCEN (PSA)
1804520003,2024,2610,2024 POPCEN (PSA)
1804520004,2024,1856,2024 POPCEN (PSA)
1804520005,2024,456,2024 POPCEN (PSA)
1804520006,2024,658,2024 POPCEN (PSA)
1804520007,2024,654,2024 POPCEN (PSA)
1804520008,2024,937,2024 POPCEN (PSA)
1804520009,2024,12465,2024 POPCEN (PSA)
1804520010,2024,2995,2024 POPCEN (PSA)
1804520011,2024,3241,2024 POPCEN (PSA)
1804520012,2024,3872,2024 POPCEN (PSA)
1804520013,2024,5020,2024 POPCEN (PSA)
1804520014,2024,2918,2024 POPCEN (PSA)
1804520015,2024,2136,2024 POPCEN (PSA)
1804520018,2024,4141,2024 POPCEN (PSA)
1804520019,2024,13310,2024 POPCEN (PSA)
1804520020,2024,3495,2024 POPCEN (PSA)
1804520021,2024,3845,2024 POPCEN (PSA)
1804520022,2024,4161,2024 POPCEN (PSA)
1804520023,2024,5649,2024 POPCEN (PSA)
1804520024,2024,6360,2024 POPCEN (PSA)
1804520025,2024,1921,2024 POPCEN (PSA)
1804521000,2024,54941,2024 POPCEN (PSA)
1804521001,2024,6749,2024 POPCEN (PSA)
1804521002,2024,2011,2024 POPCEN (PSA)
1804521003,2024,1978,2024 POPCEN (PSA)
1804521004,2024,2718,2024 POPCEN (PSA)
1804521006,2024,978,2024 POPCEN (PSA)
1804521007,2024,980,2024 POPCEN (PSA)
1804521008,2024,882,2024 POPCEN (PSA)
1804521009,2024,2879,2024 POPCEN (PSA)
1804521010,2024,3541,2024 POPCEN (PSA)
1804521011,2024,6507,2024 POPCEN (PSA)
1804521012,2024,2121,2024 POPCEN (PSA)
1804521013,2024,746,2024 POPCEN (PSA)
1804521014,2024,1760,2024 POPCEN (PSA)
1804521015,2024,740,2024 POPCEN (PSA)
1804521016,2024,5534,2024 POPCEN (PSA)
1804521017,2024,3470,2024 POPCEN (PSA)
1804521018,2024,3143,2024 POPCEN (PSA)
1804521019,2024,2605,2024 POPCEN (PSA)
1804521020,2024,4626,2024 POPCEN (PSA)
1804521021,2024,973,2024 POPCEN (PSA)
1804522000,2024,31942,2024 POPCEN (PSA)
1804522001,2024,1414,2024 POPCEN (PSA)
1804522002,2024,1278,2024 POPCEN (PSA)
1804522003,2024,1805,2024 POPCEN (PSA)
1804522004,2024,2887,2024 POPCEN (PSA)
1804522005,2024,1026,2024 POPCEN (PSA)
1804522006,2024,1729,2024 POPCEN (PSA)
1804522007,2024,1383,2024 POPCEN (PSA)
1804522008,2024,2938,2024 POPCEN (PSA)
1804522009,2024,789,2024 POPCEN (PSA)
1804522010,2024,2276,2024 POPCEN (PSA)
1804522011,2024,1683,2024 POPCEN (PSA)
1804522012,2024,645,2024 POPCEN (PSA)
1804522013,2024,1131,2024 POPCEN (PSA)
1804522014,2024,1405,2024 POPCEN (PSA)
1804522015,2024,1180,2024 POPCEN (PSA)
1804522016,2024,1112,2024 POPCEN (PSA)
1804522017,2024,2687,2024 POPCEN (PSA)
1804522018,2024,1561,2024 POPCEN (PSA)
1804522019,2024,2229,2024 POPCEN (PSA)
1804522020,2024,784,2024 POPCEN (PSA)
1804523000,2024,152543,2024 POPCEN (PSA)
1804523001,2024,4405,2024 POPCEN (PSA)
1804523002,2024,6085,2024 POPCEN (PSA)
1804523003,2024,2890,2024 POPCEN (PSA)
1804523004,2024,8940,2024 POPCEN (PSA)
1804523005,2024,2033,2024 POPCEN (PSA)
1804523006,2024,2706,2024 POPCEN (PSA)
1804523007,2024,3109,2024 POPCEN (PSA)
1804523008,2024,5052,2024 POPCEN (PSA)
1804523009,2024,3602,2024 POPCEN (PSA)
1804523010,2024,9046,2024 POPCEN (PSA)
1804523011,2024,5861,2024 POPCEN (PSA)
1804523012,2024,3931,2024 POPCEN (PSA)
1804523013,2024,4957,2024 POPCEN (PSA)
1804523014,2024,4460,2024 POPCEN (PSA)
1804523015,2024,17240,2024 POPCEN (PSA)
1804523016,2024,14670,2024 POPCEN (PSA)
1804523017,2024,2730,2024 POPCEN (PSA)
1804523018,2024,10313,2024 POPCEN (PSA)
1804523019,2024,10284,2024 POPCEN (PSA)
1804523020,2024,3929,2024 POPCEN (PSA)
1804523021,2024,6234,2024 POPCEN (PSA)
1804523022,2024,4519,2024 POPCEN (PSA)
1804523023,2024,3286,2024 POPCEN (PSA)
1804523025,2024,6105,2024 POPCEN (PSA)
1804523026,2024,6156,2024 POPCEN (PSA)
1804524000,2024,133175,2024 POPCEN (PSA)
1804524001,2024,5465,2024 POPCEN (PSA)
1804524002,2024,10800,2024 POPCEN (PSA)
1804524004,2024,14844,2024 POPCEN (PSA)
1804524005,2024,2238,2024 POPCEN (PSA)
1804524006,2024,10728,2024 POPCEN (PSA)
1804524008,2024,3783,2024 POPCEN (PSA)
1804524009,2024,9387,2024 POPCEN (PSA)
1804524010,2024,10400,2024 POPCEN (PSA)
1804524011,2024,6336,2024 POPCEN (PSA)
1804524012,2024,3172,2024 POPCEN (PSA)
1804524013,2024,640,2024 POPCEN (PSA)
1804524014,2024,6902,2024 POPCEN (PSA)
1804524015,2024,5034,2024 POPCEN (PSA)
1804524016,2024,6064,2024 POPCEN (PSA)
1804524017,2024,6372,2024 POPCEN (PSA)
1804524018,2024,10624,2024 POPCEN (PSA)
1804524019,2024,17867,2024 POPCEN (PSA)
1804524020,2024,2519,2024 POPCEN (PSA)
1804525000,2024,24424,2024 POPCEN (PSA)
1804525001,2024,1545,2024 POPCEN (PSA)
1804525002,2024,2892,2024 POPCEN (PSA)
1804525003,2024,1199,2024 POPCEN (PSA)
1804525004,2024,1435,2024 POPCEN (PSA)
1804525005,2024,1186,2024 POPCEN (PSA)
1804525006,2024,7519,2024 POPCEN (PSA)
1804525007,2024,2725,2024 POPCEN (PSA)
1804525008,2024,2657,2024 POPCEN (PSA)
1804525009,2024,2326,2024 POPCEN (PSA)
1804525010,2024,940,2024 POPCEN (PSA)
1804526000,2024,136802,2024 POPCEN (PSA)
1804526001,2024,6055,2024 POPCEN (PSA)
1804526002,2024,1049,2024 POPCEN (PSA)
1804526003,2024,2476,2024 POPCEN (PSA)
1804526004,2024,854,2024 POPCEN (PSA)
1804526005,2024,4221,2024 POPCEN (PSA)
1804526006,2024,8847,2024 POPCEN (PSA)
1804526007,2024,6807,2024 POPCEN (PSA)
1804526008,2024,22068,2024 POPCEN (PSA)
1804526010,2024,11168,2024 POPCEN (PSA)
1804526011,2024,16065,2024 POPCEN (PSA)
1804526012,2024,7045,2024 POPCEN (PSA)
1804526013,2024,9909,2024 POPCEN (PSA)
1804526015,2024,18777,2024 POPCEN (PSA)
1804526016,2024,11041,2024 POPCEN (PSA)
1804526017,2024,6749,2024 POPCEN (PSA)
1804526018,2024,3671,2024 POPCEN (PSA)
1804527000,2024,73847,2024 POPCEN (PSA)
1804527001,2024,300,2024 POPCEN (PSA)
1804527002,2024,4091,2024 POPCEN (PSA)
1804527003,2024,1974,2024 POPCEN (PSA)
1804527004,2024,2973,2024 POPCEN (PSA)
1804527005,2024,3157,2024 POPCEN (PSA)
1804527006,2024,4481,2024 POPCEN (PSA)
1804527007,2024,7917,2024 POPCEN (PSA)
1804527008,2024,5252,2024 POPCEN (PSA)
1804527009,2024,4947,2024 POPCEN (PSA)
1804527010,2024,3654,2024 POPCEN (PSA)
1804527011,2024,6691,2024 POPCEN (PSA)
1804527012,2024,3734,2024 POPCEN (PSA)
1804527013,2024,5743,2024 POPCEN (PSA)
1804527014,2024,4502,2024 POPCEN (PSA)
1804527015,2024,6257,2024 POPCEN (PSA)
1804527016,2024,2175,2024 POPCEN (PSA)
1804527017,2024,5999,2024 POPCEN (PSA)
1804528000,2024,109204,2024 POPCEN (PSA)
1804528001,2024,3350,2024 POPCEN (PSA)
1804528002,2024,5932,2024 POPCEN (PSA)
1804528003,2024,1586,2024 POPCEN (PSA)
1804528004,2024,846,2024 POPCEN (PSA)
1804528007,2024,12248,2024 POPCEN (PSA)
1804528010,2024,9896,2024 POPCEN (PSA)
1804528011,2024,4568,2024 POPCEN (PSA)
1804528012,2024,738,2024 POPCEN (PSA)
1804528013,2024,737,2024 POPCEN (PSA)
1804528015,2024,12650,2024 POPCEN (PSA)
1804528018,2024,8676,2024 POPCEN (PSA)
1804528020,2024,2173,2024 POPCEN (PSA)
1804528021,2024,4327,2024 POPCEN (PSA)
1804528023,2024,8629,2024 POPCEN (PSA)
1804528025,2024,822,2024 POPCEN (PSA)
1804528027,2024,1534,2024 POPCEN (PSA)
1804528029,2024,565,2024 POPCEN (PSA)
1804528030,2024,5162,2024 POPCEN (PSA)
1804528032,2024,7240,2024 POPCEN (PSA)
1804528033,2024,791,2024 POPCEN (PSA)
1804528034,2024,1215,2024 POPCEN (PSA)
1804528035,2024,384,2024 POPCEN (PSA)
1804528038,2024,2156,2024 POPCEN (PSA)
1804528040,2024,1312,2024 POPCEN (PSA)
1804528041,2024,2134,2024 POPCEN (PSA)
1804528042,2024,6753,2024 POPCEN (PSA)
1804528043,2024,2780,2024 POPCEN (PSA)
1804529000,2024,44973,2024 POPCEN (PSA)
1804529001,2024,3476,2024 POPCEN (PSA)
1804529002,2024,7335,2024 POPCEN (PSA)
1804529003,2024,5141,2024 POPCEN (PSA)
1804529004,2024,2593,2024 POPCEN (PSA)
1804529005,2024,8389,2024 POPCEN (PSA)
1804529006,2024,6035,2024 POPCEN (PSA)
1804529007,2024,5111,2024 POPCEN (PSA)
1804529008,2024,2931,2024 POPCEN (PSA)
1804529009,2024,3962,2024 POPCEN (PSA)
1804530000,2024,40487,2024 POPCEN (PSA)
1804530001,2024,3175,2024 POPCEN (PSA)
1804530002,2024,1347,2024 POPCEN (PSA)
1804530003,2024,3680,2024 POPCEN (PSA)
1804530004,2024,1104,2024 POPCEN (PSA)
1804530005,2024,1294,2024 POPCEN (PSA)
1804530006,2024,3540,2024 POPCEN (PSA)
1804530007,2024,828,2024 POPCEN (PSA)
1804530008,2024,1096,2024 POPCEN (PSA)
1804530010,2024,2171,2024 POPCEN (PSA)
1804530011,2024,4057,2024 POPCEN (PSA)
1804530012,2024,2008,2024 POPCEN (PSA)
1804530013,2024,3210,2024 POPCEN (PSA)
1804530014,2024,1708,2024 POPCEN (PSA)
1804530015,2024,3599,2024 POPCEN (PSA)
1804530016,2024,3370,2024 POPCEN (PSA)
1804530017,2024,4300,2024 POPCEN (PSA)
1804531000,2024,90290,2024 POPCEN (PSA)
1804531004,2024,3752,2024 POPCEN (PSA)
1804531005,2024,968,2024 POPCEN (PSA)
1804531006,2024,1329,2024 POPCEN (PSA)
1804531007,2024,864,2024 POPCEN (PSA)
1804531008,2024,1517,2024 POPCEN (PSA)
1804531009,2024,5798,2024 POPCEN (PSA)
1804531010,2024,3933,2024 POPCEN (PSA)
1804531011,2024,5706,2024 POPCEN (PSA)
1804531012,2024,5764,2024 POPCEN (PSA)
1804531013,2024,5364,2024 POPCEN (PSA)
1804531014,2024,2407,2024 POPCEN (PSA)
1804531015,2024,4384,2024 POPCEN (PSA)
1804531016,2024,14930,2024 POPCEN (PSA)
1804531017,2024,4599,2024 POPCEN (PSA)
1804531018,2024,3,2024 POPCEN (PSA)
1804531019,2024,3,2024 POPCEN (PSA)
1804531020,2024,233,2024 POPCEN (PSA)
1804531021,2024,15,2024 POPCEN (PSA)
1804531022,2024,146,2024 POPCEN (PSA)
1804531023,2024,158,2024 POPCEN (PSA)
1804531024,2024,1376,2024 POPCEN (PSA)
1804531025,2024,369,2024 POPCEN (PSA)
1804531026,2024,7246,2024 POPCEN (PSA)
1804531027,2024,7849,2024 POPCEN (PSA)
1804531028,2024,5074,2024 POPCEN (PSA)
1804531029,2024,6503,2024 POPCEN (PSA)
1804532000,2024,28231,2024 POPCEN (PSA)
1804532001,2024,3950,2024 POPCEN (PSA)
1804532002,2024,3362,2024 POPCEN (PSA)
1804532003,2024,6936,2024 POPCEN (PSA)
1804532004,2024,4729,2024 POPCEN (PSA)
1804532005,2024,3749,2024 POPCEN (PSA)
1804532006,2024,2861,2024 POPCEN (PSA)
1804532007,2024,2644,2024 POPCEN (PSA)
1804600000,2024,1492038,2024 POPCEN (PSA)
1804601000,2024,26566,2024 POPCEN (PSA)
1804601001,2024,3959,2024 POPCEN (PSA)
1804601002,2024,3839,2024 POPCEN (PSA)
1804601003,2024,4412,2024 POPCEN (PSA)
1804601004,2024,2027,2024 POPCEN (PSA)
1804601005,2024,1426,2024 POPCEN (PSA)
1804601006,2024,4033,2024 POPCEN (PSA)
1804601007,2024,2962,2024 POPCEN (PSA)
1804601008,2024,3908,2024 POPCEN (PSA)
1804602000,2024,50688,2024 POPCEN (PSA)
1804602001,2024,1106,2024 POPCEN (PSA)
1804602002,2024,923,2024 POPCEN (PSA)
1804602003,2024,2192,2024 POPCEN (PSA)
1804602004,2024,1605,2024 POPCEN (PSA)
1804602005,2024,2706,2024 POPCEN (PSA)
1804602006,2024,2564,2024 POPCEN (PSA)
1804602007,2024,1814,2024 POPCEN (PSA)
1804602008,2024,1898,2024 POPCEN (PSA)
1804602009,2024,5882,2024 POPCEN (PSA)
1804602010,2024,2056,2024 POPCEN (PSA)
1804602011,2024,1403,2024 POPCEN (PSA)
1804602012,2024,1563,2024 POPCEN (PSA)
1804602013,2024,719,2024 POPCEN (PSA)
1804602014,2024,1044,2024 POPCEN (PSA)
1804602015,2024,2131,2024 POPCEN (PSA)
1804602016,2024,3231,2024 POPCEN (PSA)
1804602017,2024,1457,2024 POPCEN (PSA)
1804602018,2024,1274,2024 POPCEN (PSA)
1804602019,2024,4470,2024 POPCEN (PSA)
1804602020,2024,2097,2024 POPCEN (PSA)
1804602021,2024,2125,2024 POPCEN (PSA)
1804602022,2024,1521,2024 POPCEN (PSA)
1804602023,2024,2851,2024 POPCEN (PSA)
1804602024,2024,2056,2024 POPCEN (PSA)
1804603000,2024,43889,2024 POPCEN (PSA)
1804603001,2024,1835,2024 POPCEN (PSA)
1804603002,2024,5875,2024 POPCEN (PSA)
1804603003,2024,4494,2024 POPCEN (PSA)
1804603004,2024,2339,2024 POPCEN (PSA)
1804603005,2024,717,2024 POPCEN (PSA)
1804603006,2024,3675,2024 POPCEN (PSA)
1804603007,2024,1082,2024 POPCEN (PSA)
1804603008,2024,2088,2024 POPCEN (PSA)
1804603009,2024,1050,2024 POPCEN (PSA)
1804603010,2024,1291,2024 POPCEN (PSA)
1804603011,2024,438,2024 POPCEN (PSA)
1804603012,2024,382,2024 POPCEN (PSA)
1804603013,2024,348,2024 POPCEN (PSA)
1804603014,2024,1000,2024 POPCEN (PSA)
1804603015,2024,4717,2024 POPCEN (PSA)
1804603016,2024,4798,2024 POPCEN (PSA)
1804603017,2024,1458,2024 POPCEN (PSA)
1804603018,2024,2122,2024 POPCEN (PSA)
1804603019,2024,1299,2024 POPCEN (PSA)
1804603020,2024,1071,2024 POPCEN (PSA)
1804603021,2024,1200,2024 POPCEN (PSA)
1804603022,2024,610,2024 POPCEN (PSA)
1804604000,2024,88050,2024 POPCEN (PSA)
1804604001,2024,3523,2024 POPCEN (PSA)
1804604002,2024,9733,2024 POPCEN (PSA)
1804604003,2024,2098,2024 POPCEN (PSA)
1804604004,2024,1309,2024 POPCEN (PSA)
1804604005,2024,2587,2024 POPCEN (PSA)
1804604006,2024,2090,2024 POPCEN (PSA)
1804604007,2024,7523,2024 POPCEN (PSA)
1804604008,2024,1219,2024 POPCEN (PSA)
1804604009,2024,1942,2024 POPCEN (PSA)
1804604010,2024,1894,2024 POPCEN (PSA)
1804604011,2024,2119,2024 POPCEN (PSA)
1804604012,2024,1882,2024 POPCEN (PSA)
1804604013,2024,661,2024 POPCEN (PSA)
1804604014,2024,1116,2024 POPCEN (PSA)
1804604015,2024,282,2024 POPCEN (PSA)
1804604017,2024,1377,2024 POPCEN (PSA)
1804604018,2024,2688,2024 POPCEN (PSA)
1804604019,2024,3189,2024 POPCEN (PSA)
1804604020,2024,1420,2024 POPCEN (PSA)
1804604021,2024,3588,2024 POPCEN (PSA)
1804604022,2024,1086,2024 POPCEN (PSA)
1804604023,2024,3945,2024 POPCEN (PSA)
1804604024,2024,1024,2024 POPCEN (PSA)
1804604025,2024,4056,2024 POPCEN (PSA)
1804604026,2024,1101,2024 POPCEN (PSA)
1804604027,2024,667,2024 POPCEN (PSA)
1804604028,2024,7956,2024 POPCEN (PSA)
1804604029,2024,432,2024 POPCEN (PSA)
1804604030,2024,1505,2024 POPCEN (PSA)
1804604031,2024,3605,2024 POPCEN (PSA)
1804604032,2024,3864,2024 POPCEN (PSA)
1804604033,2024,4124,2024 POPCEN (PSA)
1804604034,2024,513,2024 POPCEN (PSA)
1804604035,2024,1244,2024 POPCEN (PSA)
1804604036,2024,688,2024 POPCEN (PSA)
1804605000,2024,30018,2024 POPCEN (PSA)
1804605001,2024,2514,2024 POPCEN (PSA)
1804605002,2024,4290,2024 POPCEN (PSA)
1804605003,2024,4555,2024 POPCEN (PSA)
1804605004,2024,1209,2024 POPCEN (PSA)
1804605005,2024,1102,2024 POPCEN (PSA)
1804605006,2024,1136,2024 POPCEN (PSA)
1804605007,2024,3126,2024 POPCEN (PSA)
1804605008,2024,5712,2024 POPCEN (PSA)
1804605009,2024,1040,2024 POPCEN (PSA)
1804605010,2024,5334,2024 POPCEN (PSA)
1804606000,2024,126744,2024 POPCEN (PSA)
1804606001,2024,3285,2024 POPCEN (PSA)
1804606002,2024,4825,2024 POPCEN (PSA)
1804606003,2024,7822,2024 POPCEN (PSA)
1804606004,2024,4988,2024 POPCEN (PSA)
1804606005,2024,1465,2024 POPCEN (PSA)
1804606006,2024,5625,2024 POPCEN (PSA)
1804606007,2024,1539,2024 POPCEN (PSA)
1804606008,2024,4553,2024 POPCEN (PSA)
1804606009,2024,3584,2024 POPCEN (PSA)
1804606010,2024,7035,2024 POPCEN (PSA)
1804606011,2024,6136,2024 POPCEN (PSA)
1804606012,2024,4785,2024 POPCEN (PSA)
1804606013,2024,7551,2024 POPCEN (PSA)
1804606014,2024,3095,2024 POPCEN (PSA)
1804606015,2024,10749,2024 POPCEN (PSA)
1804606016,2024,6968,2024 POPCEN (PSA)
1804606017,2024,2433,2024 POPCEN (PSA)
1804606018,2024,2932,2024 POPCEN (PSA)
1804606019,2024,2807,2024 POPCEN (PSA)
1804606020,2024,2090,2024 POPCEN (PSA)
1804606021,2024,1750,2024 POPCEN (PSA)
1804606022,2024,2398,2024 POPCEN (PSA)
1804606023,2024,4563,2024 POPCEN (PSA)
1804606024,2024,6515,2024 POPCEN (PSA)
1804606025,2024,3171,2024 POPCEN (PSA)
1804606026,2024,1468,2024 POPCEN (PSA)
1804606027,2024,11359,2024 POPCEN (PSA)
1804606028,2024,1253,2024 POPCEN (PSA)
1804607000,2024,41543,2024 POPCEN (PSA)
1804607001,2024,2352,2024 POPCEN (PSA)
1804607002,2024,1152,2024 POPCEN (PSA)
1804607003,2024,2057,2024 POPCEN (PSA)
1804607004,2024,3346,2024 POPCEN (PSA)
1804607005,2024,1738,2024 POPCEN (PSA)
1804607006,2024,954,2024 POPCEN (PSA)
1804607007,2024,1511,2024 POPCEN (PSA)
1804607008,2024,933,2024 POPCEN (PSA)
1804607009,2024,1105,2024 POPCEN (PSA)
1804607010,2024,1974,2024 POPCEN (PSA)
1804607011,2024,1835,2024 POPCEN (PSA)
1804607012,2024,824,2024 POPCEN (PSA)
1804607013,2024,2348,2024 POPCEN (PSA)
1804607014,2024,497,2024 POPCEN (PSA)
1804607015,2024,7168,2024 POPCEN (PSA)
1804607016,2024,1274,2024 POPCEN (PSA)
1804607017,2024,673,2024 POPCEN (PSA)
1804607018,2024,3169,2024 POPCEN (PSA)
1804607019,2024,646,2024 POPCEN (PSA)
1804607020,2024,2032,2024 POPCEN (PSA)
1804607021,2024,3171,2024 POPCEN (PSA)
1804607022,2024,784,2024 POPCEN (PSA)
1804608000,2024,62785,2024 POPCEN (PSA)
1804608001,2024,2996,2024 POPCEN (PSA)
1804608002,2024,3039,2024 POPCEN (PSA)
1804608003,2024,3324,2024 POPCEN (PSA)
1804608004,2024,4426,2024 POPCEN (PSA)
1804608005,2024,3605,2024 POPCEN (PSA)
1804608006,2024,5054,2024 POPCEN (PSA)
1804608007,2024,6081,2024 POPCEN (PSA)
1804608008,2024,8456,2024 POPCEN (PSA)
1804608009,2024,13183,2024 POPCEN (PSA)
1804608010,2024,5851,2024 POPCEN (PSA)
1804608011,2024,4649,2024 POPCEN (PSA)
1804608012,2024,2121,2024 POPCEN (PSA)
1804609000,2024,30921,2024 POPCEN (PSA)
1804609001,2024,417,2024 POPCEN (PSA)
1804609002,2024,859,2024 POPCEN (PSA)
1804609003,2024,893,2024 POPCEN (PSA)
1804609004,2024,815,2024 POPCEN (PSA)
1804609005,2024,606,2024 POPCEN (PSA)
1804609006,2024,782,2024 POPCEN (PSA)
1804609007,2024,2200,2024 POPCEN (PSA)
1804609008,2024,859,2024 POPCEN (PSA)
1804609009,2024,946,2024 POPCEN (PSA)
1804609010,2024,766,2024 POPCEN (PSA)
1804609011,2024,3000,2024 POPCEN (PSA)
1804609012,2024,4226,2024 POPCEN (PSA)
1804609013,2024,893,2024 POPCEN (PSA)
1804609014,2024,1357,2024 POPCEN (PSA)
1804609015,2024,1243,2024 POPCEN (PSA)
1804609016,2024,1629,2024 POPCEN (PSA)
1804609017,2024,1778,2024 POPCEN (PSA)
1804609018,2024,1114,2024 POPCEN (PSA)
1804609019,2024,1450,2024 POPCEN (PSA)
1804609020,2024,1220,2024 POPCEN (PSA)
1804609021,2024,1000,2024 POPCEN (PSA)
1804609022,2024,1915,2024 POPCEN (PSA)
1804609023,2024,953,2024 POPCEN (PSA)
1804610000,2024,142171,2024 POPCEN (PSA)
1804610001,2024,9361,2024 POPCEN (PSA)
1804610002,2024,9755,2024 POPCEN (PSA)
1804610003,2024,4409,2024 POPCEN (PSA)
1804610004,2024,9898,2024 POPCEN (PSA)
1804610005,2024,4241,2024 POPCEN (PSA)
1804610006,2024,13380,2024 POPCEN (PSA)
1804610007,2024,2498,2024 POPCEN (PSA)
1804610008,2024,7628,2024 POPCEN (PSA)
1804610009,2024,6362,2024 POPCEN (PSA)
1804610010,2024,4969,2024 POPCEN (PSA)
1804610011,2024,10051,2024 POPCEN (PSA)
1804610012,2024,5138,2024 POPCEN (PSA)
1804610013,2024,6079,2024 POPCEN (PSA)
1804610014,2024,6932,2024 POPCEN (PSA)
1804610015,2024,4990,2024 POPCEN (PSA)
1804610016,2024,3582,2024 POPCEN (PSA)
1804610017,2024,2567,2024 POPCEN (PSA)
1804610018,2024,5470,2024 POPCEN (PSA)
1804610019,2024,2129,2024 POPCEN (PSA)
1804610020,2024,1075,2024 POPCEN (PSA)
1804610021,2024,214,2024 POPCEN (PSA)
1804610022,2024,238,2024 POPCEN (PSA)
1804610023,2024,146,2024 POPCEN (PSA)
1804610024,2024,273,2024 POPCEN (PSA)
1804610025,2024,171,2024 POPCEN (PSA)
1804610026,2024,1490,2024 POPCEN (PSA)
1804610027,2024,2887,2024 POPCEN (PSA)
1804610028,2024,1970,2024 POPCEN (PSA)
1804610029,2024,9094,2024 POPCEN (PSA)
1804610030,2024,5174,2024 POPCEN (PSA)
1804611000,2024,106576,2024 POPCEN (PSA)
1804611001,2024,1136,2024 POPCEN (PSA)
1804611002,2024,3057,2024 POPCEN (PSA)
1804611003,2024,1745,2024 POPCEN (PSA)
1804611004,2024,4670,2024 POPCEN (PSA)
1804611005,2024,1612,2024 POPCEN (PSA)
1804611006,2024,4528,2024 POPCEN (PSA)
1804611007,2024,3817,2024 POPCEN (PSA)
1804611008,2024,3628,2024 POPCEN (PSA)
1804611009,2024,1631,2024 POPCEN (PSA)
1804611010,2024,5507,2024 POPCEN (PSA)
1804611011,2024,5279,2024 POPCEN (PSA)
1804611012,2024,2221,2024 POPCEN (PSA)
1804611013,2024,1768,2024 POPCEN (PSA)
1804611014,2024,1475,2024 POPCEN (PSA)
1804611015,2024,1901,2024 POPCEN (PSA)
1804611016,2024,3006,2024 POPCEN (PSA)
1804611017,2024,1906,2024 POPCEN (PSA)
1804611018,2024,1914,2024 POPCEN (PSA)
1804611019,2024,2639,2024 POPCEN (PSA)
1804611020,2024,1658,2024 POPCEN (PSA)
1804611021,2024,2059,2024 POPCEN (PSA)
1804611022,2024,4057,2024 POPCEN (PSA)
1804611023,2024,2210,2024 POPCEN (PSA)
1804611025,2024,2773,2024 POPCEN (PSA)
1804611026,2024,1120,2024 POPCEN (PSA)
1804611027,2024,1881,2024 POPCEN (PSA)
1804611028,2024,16901,2024 POPCEN (PSA)
1804611029,2024,3578,2024 POPCEN (PSA)
1804611030,2024,1606,2024 POPCEN (PSA)
1804611031,2024,3797,2024 POPCEN (PSA)
1804611032,2024,2514,2024 POPCEN (PSA)
1804611033,2024,6518,2024 POPCEN (PSA)
1804611034,2024,2464,2024 POPCEN (PSA)
1804612000,2024,32996,2024 POPCEN (PSA)
1804612001,2024,732,2024 POPCEN (PSA)
1804612002,2024,733,2024 POPCEN (PSA)
1804612003,2024,1549,2024 POPCEN (PSA)
1804612004,2024,1124,2024 POPCEN (PSA)
1804612005,2024,369,2024 POPCEN (PSA)
1804612006,2024,815,2024 POPCEN (PSA)
1804612007,2024,537,2024 POPCEN (PSA)
1804612008,2024,1036,2024 POPCEN (PSA)
1804612009,2024,160,2024 POPCEN (PSA)
1804612010,2024,374,2024 POPCEN (PSA)
1804612011,2024,2278,2024 POPCEN (PSA)
1804612012,2024,586,2024 POPCEN (PSA)
1804612013,2024,2803,2024 POPCEN (PSA)
1804612014,2024,1084,2024 POPCEN (PSA)
1804612015,2024,1027,2024 POPCEN (PSA)
1804612016,2024,1864,2024 POPCEN (PSA)
1804612017,2024,962,2024 POPCEN (PSA)
1804612018,2024,902,2024 POPCEN (PSA)
1804612019,2024,518,2024 POPCEN (PSA)
1804612020,2024,1385,2024 POPCEN (PSA)
1804612021,2024,2430,2024 POPCEN (PSA)
1804612022,2024,1086,2024 POPCEN (PSA)
1804612023,2024,1554,2024 POPCEN (PSA)
1804612024,2024,3115,2024 POPCEN (PSA)
1804612025,2024,804,2024 POPCEN (PSA)
1804612026,2024,1217,2024 POPCEN (PSA)
1804612027,2024,639,2024 POPCEN (PSA)
1804612028,2024,1313,2024 POPCEN (PSA)
1804613000,2024,42721,2024 POPCEN (PSA)
1804613001,2024,781,2024 POPCEN (PSA)
1804613002,2024,970,2024 POPCEN (PSA)
1804613003,2024,1512,2024 POPCEN (PSA)
1804613004,2024,985,2024 POPCEN (PSA)
1804613005,2024,1100,2024 POPCEN (PSA)
1804613006,2024,1196,2024 POPCEN (PSA)
