psgc_code,tag_code,source,reference_year
1401101001,R,2020 CPH,2020
1401101002,R,2020 CPH,2020
1401101003,R,2020 CPH,2020
1401101004,R,2020 CPH,2020
1401101005,U,2020 CPH,2020
1401101006,R,2020 CPH,2020
1401101007,R,2020 CPH,2020
1401101008,R,2020 CPH,2020
1401103001,R,2020 CPH,2020
1401103002,R,2020 CPH,2020
1401103004,R,2020 CPH,2020
1401103005,R,2020 CPH,2020
1401103007,R,2020 CPH,2020
1401103009,R,2020 CPH,2020
1401103010,R,2020 CPH,2020
1401104001,U,2020 CPH,2020
1401104002,R,2020 CPH,2020
1401104003,R,2020 CPH,2020
1401104004,R,2020 CPH,2020
1401104005,R,2020 CPH,2020
1401104006,R,2020 CPH,2020
1401104007,R,2020 CPH,2020
1401104008,R,2020 CPH,2020
1401104009,R,2020 CPH,2020
1401104010,R,2020 CPH,2020
1401105001,U,2020 CPH,2020
1401105002,R,2020 CPH,2020
1401105003,R,2020 CPH,2020
1401105004,R,2020 CPH,2020
1401105006,U,2020 CPH,2020
1401105007,R,2020 CPH,2020
1401105008,R,2020 CPH,2020
1401105009,R,2020 CPH,2020
1401105010,R,2020 CPH,2020
1401105012,R,2020 CPH,2020
1401105013,R,2020 CPH,2020
1401105014,R,2020 CPH,2020
1401105015,R,2020 CPH,2020
1401105016,R,2020 CPH,2020
1401106001,U,2020 CPH,2020
1401106002,R,2020 CPH,2020
1401106003,R,2020 CPH,2020
1401106004,U,2020 CPH,2020
1401106005,U,2020 CPH,2020
1401106006,R,2020 CPH,2020
1401106007,U,2020 CPH,2020
1401106008,U,2020 CPH,2020
1401106009,U,2020 CPH,2020
1401107001,R,2020 CPH,2020
1401107002,R,2020 CPH,2020
1401107003,R,2020 CPH,2020
1401107004,R,2020 CPH,2020
1401107005,R,2020 CPH,2020
1401107009,R,2020 CPH,2020
1401107010,R,2020 CPH,2020
1401107012,R,2020 CPH,2020
1401107013,R,2020 CPH,2020
1401107014,R,2020 CPH,2020
1401107016,R,2020 CPH,2020
1401107017,R,2020 CPH,2020
1401107018,R,2020 CPH,2020
1401108001,R,2020 CPH,2020
1401108002,R,2020 CPH,2020
1401108003,R,2020 CPH,2020
1401108004,R,2020 CPH,2020
1401108006,R,2020 CPH,2020
1401108008,R,2020 CPH,2020
1401108009,R,2020 CPH,2020
1401108010,R,2020 CPH,2020
1401108011,R,2020 CPH,2020
1401108013,R,2020 CPH,2020
1401108014,R,2020 CPH,2020
1401108015,R,2020 CPH,2020
1401108016,R,2020 CPH,2020
1401108017,R,2020 CPH,2020
1401108018,R,2020 CPH,2020
1401109001,R,2020 CPH,2020
1401109002,R,2020 CPH,2020
1401109003,U,2020 CPH,2020
1401109004,R,2020 CPH,2020
1401109005,R,2020 CPH,2020
1401109006,R,2020 CPH,2020
1401109007,R,2020 CPH,2020
1401110001,U,2020 CPH,2020
1401110002,R,2020 CPH,2020
1401110003,U,2020 CPH,2020
1401110004,U,2020 CPH,2020
1401110005,U,2020 CPH,2020
1401110006,U,2020 CPH,2020
1401110007,R,2020 CPH,2020
1401110008,U,2020 CPH,2020
1401110009,R,2020 CPH,2020
1401110010,U,2020 CPH,2020
1401110011,U,2020 CPH,2020
1401110012,U,2020 CPH,2020
1401110013,U,2020 CPH,2020
1401110014,U,2020 CPH,2020
1401110015,U,2020 CPH,2020
1401110016,U,2020 CPH,2020
1401111001,U,2020 CPH,2020
1401111002,R,2020 CPH,2020
1401111003,R,2020 CPH,2020
1401111004,R,2020 CPH,2020
1401111005,R,2020 CPH,2020
1401111006,R,2020 CPH,2020
1401111008,U,2020 CPH,2020
1401111009,R,2020 CPH,2020
1401111010,R,2020 CPH,2020
1401111011,R,2020 CPH,2020
1401111012,R,2020 CPH,2020
1401111013,R,2020 CPH,2020
1401112002,R,2020 CPH,2020
1401112003,R,2020 CPH,2020
1401112004,R,2020 CPH,2020
1401112005,R,2020 CPH,2020
1401112006,R,2020 CPH,2020
1401112007,R,2020 CPH,2020
1401112010,R,2020 CPH,2020
1401112011,R,2020 CPH,2020
1401113001,R,2020 CPH,2020
1401113002,R,2020 CPH,2020
1401113003,U,2020 CPH,2020
1401113004,U,2020 CPH,2020
1401113006,R,2020 CPH,2020
1401113007,U,2020 CPH,2020
1401113008,R,2020 CPH,2020
1401113009,R,2020 CPH,2020
1401113010,R,2020 CPH,2020
1401113011,U,2020 CPH,2020
1401113012,R,2020 CPH,2020
1401113013,R,2020 CPH,2020
1401113014,R,2020 CPH,2020
1401114001,U,2020 CPH,2020
1401114002,R,2020 CPH,2020
1401114003,R,2020 CPH,2020
1401114004,R,2020 CPH,2020
1401114005,R,2020 CPH,2020
1401114006,U,2020 CPH,2020
1401114007,R,2020 CPH,2020
1401114008,R,2020 CPH,2020
1402701001,R,2020 CPH,2020
1402701002,R,2020 CPH,2020
1402701003,R,2020 CPH,2020
1402701004,R,2020 CPH,2020
1402701005,R,2020 CPH,2020
1402701007,R,2020 CPH,2020
1402701009,R,2020 CPH,2020
1402701010,R,2020 CPH,2020
1402701011,R,2020 CPH,2020
1402701013,R,2020 CPH,2020
1402701016,R,2020 CPH,2020
1402701017,R,2020 CPH,2020
1402701018,R,2020 CPH,2020
1402701021,R,2020 CPH,2020
1402701022,R,2020 CPH,2020
1402701023,R,2020 CPH,2020
1402701024,R,2020 CPH,2020
1402701025,R,2020 CPH,2020
1402702001,R,2020 CPH,2020
1402702004,R,2020 CPH,2020
1402702010,R,2020 CPH,2020
1402702011,R,2020 CPH,2020
1402702018,R,2020 CPH,2020
1402702019,R,2020 CPH,2020
1402702020,R,2020 CPH,2020
1402702021,R,2020 CPH,2020
1402702022,R,2020 CPH,2020
1402703001,R,2020 CPH,2020
1402703004,U,2020 CPH,2020
1402703005,R,2020 CPH,2020
1402703008,R,2020 CPH,2020
1402703009,R,2020 CPH,2020
1402703011,R,2020 CPH,2020
1402703012,R,2020 CPH,2020
1402703013,R,2020 CPH,2020
1402703014,R,2020 CPH,2020
1402703015,R,2020 CPH,2020
1402703017,R,2020 CPH,2020
1402703018,R,2020 CPH,2020
1402703020,R,2020 CPH,2020
1402703021,R,2020 CPH,2020
1402704001,R,2020 CPH,2020
1402704003,R,2020 CPH,2020
1402704005,R,2020 CPH,2020
1402704006,R,2020 CPH,2020
1402704008,R,2020 CPH,2020
1402704009,R,2020 CPH,2020
1402704010,R,2020 CPH,2020
1402704011,R,2020 CPH,2020
1402704013,R,2020 CPH,2020
1402704014,R,2020 CPH,2020
1402704016,R,2020 CPH,2020
1402704018,R,2020 CPH,2020
1402704020,U,2020 CPH,2020
1402704021,R,2020 CPH,2020
1402704022,R,2020 CPH,2020
1402704023,R,2020 CPH,2020
1402704024,R,2020 CPH,2020
1402704026,U,2020 CPH,2020
1402704027,R,2020 CPH,2020
1402704028,U,2020 CPH,2020
1402705002,R,2020 CPH,2020
1402705004,R,2020 CPH,2020
1402705005,R,2020 CPH,2020
1402705006,R,2020 CPH,2020
1402705007,R,2020 CPH,2020
1402705008,R,2020 CPH,2020
1402705009,R,2020 CPH,2020
1402705010,R,2020 CPH,2020
1402705011,R,2020 CPH,2020
1402705012,R,2020 CPH,2020
1402705013,R,2020 CPH,2020
1402705014,R,2020 CPH,2020
1402705015,R,2020 CPH,2020
1402705016,R,2020 CPH,2020
1402705017,R,2020 CPH,2020
1402705018,U,2020 CPH,2020
1402705019,R,2020 CPH,2020
1402705020,R,2020 CPH,2020
1402706001,R,2020 CPH,2020
1402706002,R,2020 CPH,2020
1402706003,R,2020 CPH,2020
1402706004,R,2020 CPH,2020
1402706005,R,2020 CPH,2020
1402706006,R,2020 CPH,2020
1402706007,R,2020 CPH,2020
1402706009,R,2020 CPH,2020
1402706010,R,2020 CPH,2020
1402706011,R,2020 CPH,2020
1402706014,R,2020 CPH,2020
1402706015,R,2020 CPH,2020
1402706018,R,2020 CPH,2020
1402706019,R,2020 CPH,2020
1402706020,R,2020 CPH,2020
1402706021,R,2020 CPH,2020
1402706022,R,2020 CPH,2020
1402706023,R,2020 CPH,2020
1402706024,R,2020 CPH,2020
1402706025,R,2020 CPH,2020
1402706026,R,2020 CPH,2020
1402706027,R,2020 CPH,2020
1402706028,R,2020 CPH,2020
1402706030,R,2020 CPH,2020
1402706033,R,2020 CPH,2020
1402706035,R,2020 CPH,2020
1402706036,R,2020 CPH,2020
1402707001,R,2020 CPH,2020
1402707002,R,2020 CPH,2020
1402707003,R,2020 CPH,2020
1402707004,R,2020 CPH,2020
1402707005,R,2020 CPH,2020
1402707006,R,2020 CPH,2020
1402707007,R,2020 CPH,2020
1402707008,R,2020 CPH,2020
1402707009,R,2020 CPH,2020
1402707010,R,2020 CPH,2020
1402707011,R,2020 CPH,2020
1402707013,R,2020 CPH,2020
1402707014,R,2020 CPH,2020
1402707015,R,2020 CPH,2020
1402707016,R,2020 CPH,2020
1402707017,U,2020 CPH,2020
1402707018,R,2020 CPH,2020
1402707019,R,2020 CPH,2020
1402707020,R,2020 CPH,2020
1402707021,R,2020 CPH,2020
1402708001,R,2020 CPH,2020
1402708002,R,2020 CPH,2020
1402708003,R,2020 CPH,2020
1402708004,R,2020 CPH,2020
1402708005,R,2020 CPH,2020
1402708006,R,2020 CPH,2020
1402708007,R,2020 CPH,2020
1402708008,R,2020 CPH,2020
1402708009,R,2020 CPH,2020
1402708010,R,2020 CPH,2020
1402708011,R,2020 CPH,2020
1402708012,R,2020 CPH,2020
1402708013,R,2020 CPH,2020
1402708014,R,2020 CPH,2020
1402708015,R,2020 CPH,2020
1402708016,R,2020 CPH,2020
1402709001,R,2020 CPH,2020
1402709002,R,2020 CPH,2020
1402709003,R,2020 CPH,2020
1402709004,R,2020 CPH,2020
1402709005,R,2020 CPH,2020
1402709006,R,2020 CPH,2020
1402709007,R,2020 CPH,2020
1402709008,R,2020 CPH,2020
1402709009,R,2020 CPH,2020
1402709010,R,2020 CPH,2020
1402709011,R,2020 CPH,2020
1402709012,R,2020 CPH,2020
1402710001,R,2020 CPH,2020
1402710002,R,2020 CPH,2020
1402710003,R,2020 CPH,2020
1402710004,R,2020 CPH,2020
1402710005,R,2020 CPH,2020
1402710006,R,2020 CPH,2020
1402710007,R,2020 CPH,2020
1402710008,R,2020 CPH,2020
1402710009,R,2020 CPH,2020
1402710010,R,2020 CPH,2020
1402710011,R,2020 CPH,2020
1402710012,R,2020 CPH,2020
1402711001,R,2020 CPH,2020
1402711002,R,2020 CPH,2020
1402711003,R,2020 CPH,2020
1402711004,R,2020 CPH,2020
1402711005,R,2020 CPH,2020
1402711006,R,2020 CPH,2020
1402711007,R,2020 CPH,2020
1402711008,R,2020 CPH,2020
1402711009,R,2020 CPH,2020
1402711010,R,2020 CPH,2020
1403201001,R,2020 CPH,2020
1403201002,R,2020 CPH,2020
1403201003,R,2020 CPH,2020
1403201004,R,2020 CPH,2020
1403201005,R,2020 CPH,2020
1403201006,R,2020 CPH,2020
1403201007,R,2020 CPH,2020
1403201009,R,2020 CPH,2020
1403201010,R,2020 CPH,2020
1403201011,R,2020 CPH,2020
1403201012,R,2020 CPH,2020
1403201013,R,2020 CPH,2020
1403201015,R,2020 CPH,2020
1403201016,R,2020 CPH,2020
1403206001,R,2020 CPH,2020
1403206002,R,2020 CPH,2020
1403206003,R,2020 CPH,2020
1403206004,R,2020 CPH,2020
1403206005,R,2020 CPH,2020
1403206006,R,2020 CPH,2020
1403206007,R,2020 CPH,2020
1403206008,R,2020 CPH,2020
1403206009,R,2020 CPH,2020
1403208001,R,2020 CPH,2020
1403208002,R,2020 CPH,2020
1403208003,R,2020 CPH,2020
1403208005,R,2020 CPH,2020
1403208007,R,2020 CPH,2020
1403208008,R,2020 CPH,2020
1403208009,R,2020 CPH,2020
1403208010,R,2020 CPH,2020
1403208011,R,2020 CPH,2020
1403208012,R,2020 CPH,2020
1403208013,R,2020 CPH,2020
1403208014,R,2020 CPH,2020
1403208015,R,2020 CPH,2020
1403208016,R,2020 CPH,2020
1403209001,R,2020 CPH,2020
1403209002,R,2020 CPH,2020
1403209003,R,2020 CPH,2020
1403209004,R,2020 CPH,2020
1403209005,R,2020 CPH,2020
1403209006,R,2020 CPH,2020
1403209007,R,2020 CPH,2020
1403209008,R,2020 CPH,2020
1403209009,R,2020 CPH,2020
1403209010,R,2020 CPH,2020
1403209011,R,2020 CPH,2020
1403209012,R,2020 CPH,2020
1403209013,R,2020 CPH,2020
1403209014,R,2020 CPH,2020
1403209015,R,2020 CPH,2020
1403209016,R,2020 CPH,2020
1403209018,R,2020 CPH,2020
1403209019,R,2020 CPH,2020
1403209020,R,2020 CPH,2020
1403209021,R,2020 CPH,2020
1403209022,R,2020 CPH,2020
1403209023,R,2020 CPH,2020
1403209024,R,2020 CPH,2020
1403211001,R,2020 CPH,2020
1403211002,R,2020 CPH,2020
1403211005,R,2020 CPH,2020
1403211006,R,2020 CPH,2020
1403211007,R,2020 CPH,2020
1403211008,R,2020 CPH,2020
1403211011,R,2020 CPH,2020
1403211012,R,2020 CPH,2020
1403211014,R,2020 CPH,2020
1403211015,R,2020 CPH,2020
1403211016,R,2020 CPH,2020
1403211017,R,2020 CPH,2020
1403211018,R,2020 CPH,2020
1403211019,R,2020 CPH,2020
1403213001,U,2020 CPH,2020
1403213002,R,2020 CPH,2020
1403213003,R,2020 CPH,2020
1403213004,R,2020 CPH,2020
1403213005,R,2020 CPH,2020
1403213006,R,2020 CPH,2020
1403213007,R,2020 CPH,2020
1403213008,U,2020 CPH,2020
1403213009,R,2020 CPH,2020
1403213010,R,2020 CPH,2020
1403213011,R,2020 CPH,2020
1403213012,R,2020 CPH,2020
1403213013,R,2020 CPH,2020
1403213014,R,2020 CPH,2020
1403213015,R,2020 CPH,2020
1403213016,R,2020 CPH,2020
1403213017,R,2020 CPH,2020
1403213018,R,2020 CPH,2020
1403213019,R,2020 CPH,2020
1403213020,R,2020 CPH,2020
1403213021,R,2020 CPH,2020
1403213022,U,2020 CPH,2020
1403213023,R,2020 CPH,2020
1403213024,R,2020 CPH,2020
1403213025,R,2020 CPH,2020
1403213026,R,2020 CPH,2020
1403213027,R,2020 CPH,2020
1403213029,U,2020 CPH,2020
1403213030,R,2020 CPH,2020
1403213031,R,2020 CPH,2020
1403213032,R,2020 CPH,2020
1403213033,R,2020 CPH,2020
1403213034,R,2020 CPH,2020
1403213035,U,2020 CPH,2020
1403213036,R,2020 CPH,2020
1403213037,U,2020 CPH,2020
1403213038,R,2020 CPH,2020
1403213039,R,2020 CPH,2020
1403213040,R,2020 CPH,2020
1403213041,R,2020 CPH,2020
1403213042,U,2020 CPH,2020
1403213043,R,2020 CPH,2020
1403213044,R,2020 CPH,2020
1403214001,R,2020 CPH,2020
1403214002,R,2020 CPH,2020
1403214003,R,2020 CPH,2020
1403214004,R,2020 CPH,2020
1403214005,R,2020 CPH,2020
1403214006,R,2020 CPH,2020
1403214007,R,2020 CPH,2020
1403214008,R,2020 CPH,2020
1403214009,R,2020 CPH,2020
1403214010,R,2020 CPH,2020
1403214011,R,2020 CPH,2020
1403214013,R,2020 CPH,2020
1403214014,R,2020 CPH,2020
1403214015,R,2020 CPH,2020
1403214016,R,2020 CPH,2020
1403214017,R,2020 CPH,2020
1403215001,R,2020 CPH,2020
1403215003,R,2020 CPH,2020
1403215004,R,2020 CPH,2020
1403215006,R,2020 CPH,2020
1403215007,R,2020 CPH,2020
1403215008,R,2020 CPH,2020
1403215009,R,2020 CPH,2020
1403215010,R,2020 CPH,2020
1403215011,R,2020 CPH,2020
1403215012,R,2020 CPH,2020
1403215013,R,2020 CPH,2020
1403215014,R,2020 CPH,2020
1403215016,R,2020 CPH,2020
1403215017,R,2020 CPH,2020
1403215018,R,2020 CPH,2020
1403215019,R,2020 CPH,2020
1403215020,R,2020 CPH,2020
1403215021,R,2020 CPH,2020
1403215022,R,2020 CPH,2020
1403215023,R,2020 CPH,2020
1404401001,R,2020 CPH,2020
1404401002,R,2020 CPH,2020
1404401003,R,2020 CPH,2020
1404401005,R,2020 CPH,2020
1404401006,R,2020 CPH,2020
1404401007,R,2020 CPH,2020
1404401008,R,2020 CPH,2020
1404401009,R,2020 CPH,2020
1404401010,R,2020 CPH,2020
1404401011,R,2020 CPH,2020
1404401012,R,2020 CPH,2020
1404402001,R,2020 CPH,2020
1404402002,R,2020 CPH,2020
1404402003,R,2020 CPH,2020
1404402004,R,2020 CPH,2020
1404402005,R,2020 CPH,2020
1404402006,R,2020 CPH,2020
1404402007,R,2020 CPH,2020
1404402008,R,2020 CPH,2020
1404402009,R,2020 CPH,2020
1404402010,R,2020 CPH,2020
1404402011,R,2020 CPH,2020
1404402012,R,2020 CPH,2020
1404402013,R,2020 CPH,2020
1404402014,R,2020 CPH,2020
1404402015,R,2020 CPH,2020
1404402016,R,2020 CPH,2020
1404402018,R,2020 CPH,2020
1404402019,R,2020 CPH,2020
1404402020,R,2020 CPH,2020
1404402021,R,2020 CPH,2020
1404402022,R,2020 CPH,2020
1404402023,R,2020 CPH,2020
1404403001,R,2020 CPH,2020
1404403002,R,2020 CPH,2020
1404403003,R,2020 CPH,2020
1404403004,R,2020 CPH,2020
1404403005,R,2020 CPH,2020
1404403006,R,2020 CPH,2020
1404403007,R,2020 CPH,2020
1404403009,R,2020 CPH,2020
1404403010,R,2020 CPH,2020
1404403011,R,2020 CPH,2020
1404403012,R,2020 CPH,2020
1404403013,R,2020 CPH,2020
1404403014,R,2020 CPH,2020
1404403015,R,2020 CPH,2020
1404404001,R,2020 CPH,2020
1404404002,R,2020 CPH,2020
1404404003,R,2020 CPH,2020
1404404004,R,2020 CPH,2020
1404404005,R,2020 CPH,2020
1404404006,R,2020 CPH,2020
1404404007,R,2020 CPH,2020
1404404009,R,2020 CPH,2020
1404404010,R,2020 CPH,2020
1404404011,R,2020 CPH,2020
1404404012,R,2020 CPH,2020
1404404013,R,2020 CPH,2020
1404404014,R,2020 CPH,2020
1404404015,R,2020 CPH,2020
1404404016,U,2020 CPH,2020
1404404017,U,2020 CPH,2020
1404405001,R,2020 CPH,2020
1404405002,R,2020 CPH,2020
1404405003,R,2020 CPH,2020
1404405004,R,2020 CPH,2020
1404405005,R,2020 CPH,2020
1404405006,R,2020 CPH,2020
1404405007,R,2020 CPH,2020
1404405008,R,2020 CPH,2020
1404405009,R,2020 CPH,2020
1404405010,R,2020 CPH,2020
1404405011,R,2020 CPH,2020
1404406001,R,2020 CPH,2020
1404406002,R,2020 CPH,2020
1404406003,R,2020 CPH,2020
1404406004,U,2020 CPH,2020
1404406005,R,2020 CPH,2020
1404406006,R,2020 CPH,2020
1404406007,R,2020 CPH,2020
1404406008,R,2020 CPH,2020
1404406009,U,2020 CPH,2020
1404407001,R,2020 CPH,2020
1404407002,R,2020 CPH,2020
1404407003,R,2020 CPH,2020
1404407004,R,2020 CPH,2020
1404407005,R,2020 CPH,2020
1404407006,R,2020 CPH,2020
1404407007,R,2020 CPH,2020
1404407008,R,2020 CPH,2020
1404407009,R,2020 CPH,2020
1404407010,R,2020 CPH,2020
1404407011,R,2020 CPH,2020
1404407012,R,2020 CPH,2020
1404407013,R,2020 CPH,2020
1404407014,R,2020 CPH,2020
1404407015,R,2020 CPH,2020
1404408001,R,2020 CPH,2020
1404408002,R,2020 CPH,2020
1404408003,R,2020 CPH,2020
1404408004,R,2020 CPH,2020
1404408005,R,2020 CPH,2020
1404408006,R,2020 CPH,2020
1404408007,R,2020 CPH,2020
1404408008,R,2020 CPH,2020
1404409001,R,2020 CPH,2020
1404409002,R,2020 CPH,2020
1404409003,R,2020 CPH,2020
1404409004,R,2020 CPH,2020
1404409005,R,2020 CPH,2020
1404409006,R,2020 CPH,2020
1404409007,R,2020 CPH,2020
1404409008,R,2020 CPH,2020
1404409009,R,2020 CPH,2020
1404409010,R,2020 CPH,2020
1404409011,R,2020 CPH,2020
1404409012,R,2020 CPH,2020
1404409014,U,2020 CPH,2020
1404409015,R,2020 CPH,2020
1404409017,R,2020 CPH,2020
1404409018,R,2020 CPH,2020
1404409019,R,2020 CPH,2020
1404409020,R,2020 CPH,2020
1404409022,R,2020 CPH,2020
1404410002,R,2020 CPH,2020
1404410003,R,2020 CPH,2020
1404410004,R,2020 CPH,2020
1404410005,R,2020 CPH,2020
1404410006,R,2020 CPH,2020
1404410007,R,2020 CPH,2020
1404410008,R,2020 CPH,2020
1404410009,R,2020 CPH,2020
1404410010,R,2020 CPH,2020
1404410011,R,2020 CPH,2020
1404410012,R,2020 CPH,2020
1404410013,R,2020 CPH,2020
1404410014,R,2020 CPH,2020
1404410015,R,2020 CPH,2020
1404410016,R,2020 CPH,2020
1404410017,R,2020 CPH,2020
1404410018,R,2020 CPH,2020
1404410019,R,2020 CPH,2020
1404410020,R,2020 CPH,2020
1408101001,R,2020 CPH,2020
1408101002,R,2020 CPH,2020
1408101003,R,2020 CPH,2020
1408101004,R,2020 CPH,2020
1408101005,R,2020 CPH,2020
1408101006,R,2020 CPH,2020
1408101007,R,2020 CPH,2020
1408101008,R,2020 CPH,2020
1408101009,R,2020 CPH,2020
1408101010,R,2020 CPH,2020
1408101011,R,2020 CPH,2020
1408101012,R,2020 CPH,2020
1408101013,R,2020 CPH,2020
1408101014,R,2020 CPH,2020
1408101015,U,2020 CPH,2020
1408101016,R,2020 CPH,2020
1408101017,R,2020 CPH,2020
1408101018,R,2020 CPH,2020
1408102001,R,2020 CPH,2020
1408102002,R,2020 CPH,2020
1408102003,R,2020 CPH,2020
1408102004,R,2020 CPH,2020
1408102005,R,2020 CPH,2020
1408102006,R,2020 CPH,2020
1408102007,R,2020 CPH,2020
1408102008,R,2020 CPH,2020
1408102009,R,2020 CPH,2020
1408102010,R,2020 CPH,2020
1408102011,R,2020 CPH,2020
1408102012,R,2020 CPH,2020
1408102013,R,2020 CPH,2020
1408102014,R,2020 CPH,2020
1408102015,R,2020 CPH,2020
1408102016,R,2020 CPH,2020
1408102017,R,2020 CPH,2020
1408102018,R,2020 CPH,2020
1408102019,R,2020 CPH,2020
1408102020,R,2020 CPH,2020
1408102021,R,2020 CPH,2020
1408103001,R,2020 CPH,2020
1408103002,R,2020 CPH,2020
1408103003,R,2020 CPH,2020
1408103004,R,2020 CPH,2020
1408103005,R,2020 CPH,2020
1408103006,R,2020 CPH,2020
1408103008,R,2020 CPH,2020
1408103009,R,2020 CPH,2020
1408103010,R,2020 CPH,2020
1408103011,R,2020 CPH,2020
1408103012,R,2020 CPH,2020
1408103013,R,2020 CPH,2020
1408103014,R,2020 CPH,2020
1408103015,R,2020 CPH,2020
1408103016,R,2020 CPH,2020
1408103017,R,2020 CPH,2020
1408104001,R,2020 CPH,2020
1408104002,R,2020 CPH,2020
1408104004,R,2020 CPH,2020
1408104005,R,2020 CPH,2020
1408104006,R,2020 CPH,2020
1408104007,R,2020 CPH,2020
1408104008,R,2020 CPH,2020
1408104009,R,2020 CPH,2020
1408104010,R,2020 CPH,2020
1408104011,R,2020 CPH,2020
1408104012,R,2020 CPH,2020
1408104013,R,2020 CPH,2020
1408104014,R,2020 CPH,2020
1408104015,R,2020 CPH,2020
1408104016,R,2020 CPH,2020
1408104017,R,2020 CPH,2020
1408104018,R,2020 CPH,2020
1408104019,R,2020 CPH,2020
1408104020,R,2020 CPH,2020
1408104021,R,2020 CPH,2020
1408104022,R,2020 CPH,2020
1408105001,R,2020 CPH,2020
1408105002,R,2020 CPH,2020
1408105003,R,2020 CPH,2020
1408105004,R,2020 CPH,2020
1408105006,R,2020 CPH,2020
1408105007,R,2020 CPH,2020
1408105008,R,2020 CPH,2020
1408105009,R,2020 CPH,2020
1408105010,R,2020 CPH,2020
1408105011,R,2020 CPH,2020
1408105012,R,2020 CPH,2020
1408105013,R,2020 CPH,2020
1408105014,R,2020 CPH,2020
1408105015,R,2020 CPH,2020
1408105016,R,2020 CPH,2020
1408105017,R,2020 CPH,2020
1408105018,R,2020 CPH,2020
1408105019,R,2020 CPH,2020
1408105020,R,2020 CPH,2020
1408105021,R,2020 CPH,2020
1408105022,R,2020 CPH,2020
1408105023,R,2020 CPH,2020
1408106001,R,2020 CPH,2020
1408106002,R,2020 CPH,2020
1408106006,R,2020 CPH,2020
1408106007,R,2020 CPH,2020
1408106009,R,2020 CPH,2020
1408106010,R,2020 CPH,2020
1408106012,R,2020 CPH,2020
1408106014,R,2020 CPH,2020
1408106016,R,2020 CPH,2020
1408106017,R,2020 CPH,2020
1408106020,R,2020 CPH,2020
1408106021,R,2020 CPH,2020
1408106022,R,2020 CPH,2020
1408106023,R,2020 CPH,2020
1408106024,R,2020 CPH,2020
1408106025,R,2020 CPH,2020
1408106026,R,2020 CPH,2020
1408106027,R,2020 CPH,2020
1408106028,R,2020 CPH,2020
1408106029,R,2020 CPH,2020
1408106030,R,2020 CPH,2020
1408106031,R,2020 CPH,2020
1408107001,R,2020 CPH,2020
1408107002,R,2020 CPH,2020
1408107003,R,2020 CPH,2020
1408107004,R,2020 CPH,2020
1408107005,R,2020 CPH,2020
1408107006,R,2020 CPH,2020
1408107007,R,2020 CPH,2020
1408107008,R,2020 CPH,2020
1408107011,R,2020 CPH,2020
1408107012,R,2020 CPH,2020
1408107013,R,2020 CPH,2020
1408107014,R,2020 CPH,2020
1408107015,R,2020 CPH,2020
1430300001,U,2020 CPH,2020
1430300002,U,2020 CPH,2020
1430300003,R,2020 CPH,2020
1430300004,U,2020 CPH,2020
1430300005,U,2020 CPH,2020
1430300006,R,2020 CPH,2020
1430300007,R,2020 CPH,2020
1430300008,R,2020 CPH,2020
1430300010,R,2020 CPH,2020
1430300011,R,2020 CPH,2020
1430300012,R,2020 CPH,2020
1430300013,U,2020 CPH,2020
1430300016,R,2020 CPH,2020
1430300017,U,2020 CPH,2020
1430300018,R,2020 CPH,2020
1430300019,U,2020 CPH,2020
1430300022,R,2020 CPH,2020
1430300023,R,2020 CPH,2020
1430300025,U,2020 CPH,2020
1430300026,R,2020 CPH,2020
1430300028,R,2020 CPH,2020
1430300029,R,2020 CPH,2020
1430300030,U,2020 CPH,2020
1430300034,R,2020 CPH,2020
1430300035,U,2020 CPH,2020
1430300036,U,2020 CPH,2020
1430300037,U,2020 CPH,2020
1430300038,U,2020 CPH,2020
1430300039,U,2020 CPH,2020
1430300040,U,2020 CPH,2020
1430300041,U,2020 CPH,2020
1430300042,U,2020 CPH,2020
1430300043,R,2020 CPH,2020
1430300045,R,2020 CPH,2020
1430300046,R,2020 CPH,2020
1430300047,U,2020 CPH,2020
1430300049,R,2020 CPH,2020
1430300050,U,2020 CPH,2020
1430300051,U,2020 CPH,2020
1430300052,U,2020 CPH,2020
1430300053,U,2020 CPH,2020
1430300054,U,2020 CPH,2020
1430300055,R,2020 CPH,2020
1430300056,R,2020 CPH,2020
1430300058,R,2020 CPH,2020
1430300059,U,2020 CPH,2020
1430300061,R,2020 CPH,2020
1430300062,R,2020 CPH,2020
1430300063,U,2020 CPH,2020
1430300064,R,2020 CPH,2020
1430300065,U,2020 CPH,2020
1430300066,U,2020 CPH,2020
1430300067,R,2020 CPH,2020
1430300068,U,2020 CPH,2020
1430300069,R,2020 CPH,2020
1430300071,U,2020 CPH,2020
1430300072,U,2020 CPH,2020
1430300074,U,2020 CPH,2020
1430300075,R,2020 CPH,2020
1430300076,R,2020 CPH,2020
1430300078,R,2020 CPH,2020
1430300079,R,2020 CPH,2020
1430300081,U,2020 CPH,2020
1430300082,U,2020 CPH,2020
1430300086,U,2020 CPH,2020
1430300087,R,2020 CPH,2020
1430300088,U,2020 CPH,2020
1430300089,R,2020 CPH,2020
1430300090,R,2020 CPH,2020
1430300091,R,2020 CPH,2020
1430300092,R,2020 CPH,2020
1430300094,U,2020 CPH,2020
1430300096,R,2020 CPH,2020
1430300097,U,2020 CPH,2020
1430300098,R,2020 CPH,2020
1430300099,U,2020 CPH,2020
